device_id,timestep,ldr,light_intensity,voltage,current,power,mode,fault_name,pwm
streetlight-node-01,5166,204,0,11.88,0.699,7.978,0.0,NORMAL,255
streetlight-node-01,5248,203,0,11.73,0.686,7.827,0.0,NORMAL,255
streetlight-node-01,5330,205,0,11.83,0.696,7.913,0.0,NORMAL,255
streetlight-node-01,5412,204,0,11.79,0.707,8.016,0.0,NORMAL,255
streetlight-node-01,5494,204,0,11.26,0.675,7.706,0.0,NORMAL,255
streetlight-node-01,5576,204,0,11.0,0.675,7.723,0.0,NORMAL,255
streetlight-node-01,5658,205,0,11.6,0.673,7.561,0.0,NORMAL,255
streetlight-node-01,5740,204,0,10.9,0.686,7.793,0.0,NORMAL,255
streetlight-node-01,5822,204,0,11.68,0.683,7.68,0.0,NORMAL,255
streetlight-node-01,5904,204,0,11.8,0.665,7.602,0.0,NORMAL,255
streetlight-node-01,5986,205,0,11.13,0.665,7.472,0.0,NORMAL,255
streetlight-node-01,6068,205,0,11.56,0.688,7.79,0.0,NORMAL,255
streetlight-node-01,6150,204,0,11.04,0.675,7.739,0.0,NORMAL,255
streetlight-node-01,6232,205,0,11.53,0.67,7.564,0.0,NORMAL,255
streetlight-node-01,6314,204,0,11.88,0.651,7.435,0.0,NORMAL,255
streetlight-node-01,6396,204,0,11.02,0.649,7.436,0.0,NORMAL,255
streetlight-node-01,6478,204,0,11.55,0.651,7.451,0.0,NORMAL,255
streetlight-node-01,6560,205,0,11.33,0.657,7.495,0.0,NORMAL,255
streetlight-node-01,6642,204,0,11.05,0.667,7.599,0.0,NORMAL,255
streetlight-node-01,6724,204,0,11.01,0.662,7.588,0.0,NORMAL,255
streetlight-node-01,6806,204,0,11.45,0.662,7.394,0.0,NORMAL,255
streetlight-node-01,6888,204,0,11.18,0.654,7.385,0.0,NORMAL,255
streetlight-node-01,6970,204,0,11.27,0.649,7.452,0.0,NORMAL,255
streetlight-node-01,7052,205,0,11.31,0.63,7.086,0.0,NORMAL,255
streetlight-node-01,7134,205,0,11.19,0.654,7.481,0.0,NORMAL,255
streetlight-node-01,7216,205,0,11.65,0.646,7.375,0.0,NORMAL,255
streetlight-node-01,7298,205,0,10.92,0.651,7.435,0.0,NORMAL,255
streetlight-node-01,7380,205,0,11.5,0.644,7.25,0.0,NORMAL,255
streetlight-node-01,7462,205,0,11.57,0.646,7.406,0.0,NORMAL,255
streetlight-node-01,7544,205,0,11.4,0.657,7.447,0.0,NORMAL,255
streetlight-node-01,7626,205,0,11.73,0.649,7.421,0.0,NORMAL,255
streetlight-node-01,7708,205,0,11.05,0.646,7.422,0.0,NORMAL,255
streetlight-node-01,7790,205,0,11.66,0.641,7.346,0.0,NORMAL,255
streetlight-node-01,7872,205,0,10.99,0.667,7.665,0.0,NORMAL,255
streetlight-node-01,7954,205,0,11.7,0.63,7.163,0.0,NORMAL,255
streetlight-node-01,8036,205,0,11.32,0.667,7.469,0.0,NORMAL,255
streetlight-node-01,8118,205,0,11.17,0.63,7.147,0.0,NORMAL,255
streetlight-node-01,8200,204,0,11.67,0.641,7.283,0.0,NORMAL,255
streetlight-node-01,8282,205,0,11.22,0.638,7.346,0.0,NORMAL,255
streetlight-node-01,8364,205,0,11.23,0.644,7.36,0.0,NORMAL,255
streetlight-node-01,8446,205,0,11.72,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,8528,205,0,11.54,0.654,7.529,0.0,NORMAL,255
streetlight-node-01,8610,206,0,11.12,0.649,7.405,0.0,NORMAL,255
streetlight-node-01,8692,205,0,11.47,0.649,7.373,0.0,NORMAL,255
streetlight-node-01,8774,205,0,11.16,0.638,7.315,0.0,NORMAL,255
streetlight-node-01,8856,205,0,11.25,0.651,7.467,0.0,NORMAL,255
streetlight-node-01,8938,205,0,11.38,0.649,7.436,0.0,NORMAL,255
streetlight-node-01,9020,205,0,11.33,0.638,7.206,0.0,NORMAL,255
streetlight-node-01,9102,205,0,11.77,0.662,7.507,0.0,NORMAL,255
streetlight-node-01,9184,205,0,11.21,0.651,7.307,0.0,NORMAL,255
streetlight-node-01,9266,205,0,10.78,0.651,7.307,0.0,NORMAL,255
streetlight-node-01,9348,205,0,11.07,0.646,7.406,0.0,NORMAL,255
streetlight-node-01,9430,205,0,11.11,0.654,7.529,0.0,NORMAL,255
streetlight-node-01,9512,205,0,11.62,0.654,7.465,0.0,NORMAL,255
streetlight-node-01,9594,205,0,11.06,0.659,7.493,0.0,NORMAL,255
streetlight-node-01,9676,205,0,11.0,0.651,7.451,0.0,NORMAL,255
streetlight-node-01,9758,205,0,11.15,0.644,7.376,0.0,NORMAL,255
streetlight-node-01,9840,205,0,11.23,0.667,7.599,0.0,NORMAL,255
streetlight-node-01,9922,204,0,11.52,0.644,7.344,0.0,NORMAL,255
streetlight-node-01,10004,204,0,11.08,0.641,7.361,0.0,NORMAL,255
streetlight-node-01,10086,205,0,11.51,0.636,7.161,0.0,NORMAL,255
streetlight-node-01,10168,205,0,10.98,0.649,7.436,0.0,NORMAL,255
streetlight-node-01,10250,204,0,11.91,0.638,7.346,0.0,NORMAL,255
streetlight-node-01,10332,205,0,11.78,0.641,7.346,0.0,NORMAL,255
streetlight-node-01,10414,205,0,11.0,0.644,7.392,0.0,NORMAL,255
streetlight-node-01,10496,205,0,11.63,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,10578,205,0,11.5,0.675,7.673,0.0,NORMAL,255
streetlight-node-01,10660,205,0,11.71,0.651,7.403,0.0,NORMAL,255
streetlight-node-01,10742,205,0,11.3,0.651,7.451,0.0,NORMAL,255
streetlight-node-01,10824,205,0,11.42,0.644,7.36,0.0,NORMAL,255
streetlight-node-01,10906,205,0,11.91,0.649,7.421,0.0,NORMAL,255
streetlight-node-01,10988,205,0,11.55,0.646,7.438,0.0,NORMAL,255
streetlight-node-01,11070,205,0,10.88,0.654,7.385,0.0,NORMAL,255
streetlight-node-01,11152,205,0,11.41,0.649,7.452,0.0,NORMAL,255
streetlight-node-01,11234,205,0,11.18,0.644,7.313,0.0,NORMAL,255
streetlight-node-01,11316,206,0,11.79,0.644,7.36,0.0,NORMAL,255
streetlight-node-01,11398,205,0,11.18,0.644,7.234,0.0,NORMAL,255
streetlight-node-01,11480,205,0,11.2,0.641,7.314,0.0,NORMAL,255
streetlight-node-01,11562,205,0,11.23,0.644,7.203,0.0,NORMAL,255
streetlight-node-01,11644,205,0,11.56,0.633,7.193,0.0,NORMAL,255
streetlight-node-01,11726,204,0,11.01,0.636,7.269,0.0,NORMAL,255
streetlight-node-01,11808,205,0,11.46,0.654,7.449,0.0,NORMAL,255
streetlight-node-01,11890,205,0,11.79,0.63,7.178,0.0,NORMAL,255
streetlight-node-01,11972,204,0,10.97,0.641,7.346,0.0,NORMAL,255
streetlight-node-01,12054,205,0,10.96,0.63,7.163,0.0,NORMAL,255
streetlight-node-01,12136,205,0,11.85,0.633,7.239,0.0,NORMAL,255
streetlight-node-01,12218,205,0,11.7,0.649,7.389,0.0,NORMAL,255
streetlight-node-01,12300,205,0,11.02,0.633,7.239,0.0,NORMAL,255
streetlight-node-01,12382,205,0,11.4,0.641,7.283,0.0,NORMAL,255
streetlight-node-01,12464,205,0,11.06,0.649,7.262,0.0,NORMAL,255
streetlight-node-01,12546,205,0,11.01,0.659,7.429,0.0,NORMAL,255
streetlight-node-01,12628,205,0,11.28,0.63,7.04,0.0,NORMAL,255
streetlight-node-01,12710,206,0,11.01,0.636,7.099,0.0,NORMAL,255
streetlight-node-01,12792,205,0,11.06,0.646,7.359,0.0,NORMAL,255
streetlight-node-01,12874,205,0,11.61,0.638,7.159,0.0,NORMAL,255
streetlight-node-01,12956,205,0,11.65,0.628,7.179,0.0,NORMAL,255
streetlight-node-01,13038,205,0,11.61,0.654,7.337,0.0,NORMAL,255
streetlight-node-01,13120,205,0,11.65,0.607,6.967,0.0,NORMAL,255
streetlight-node-01,13202,205,0,11.6,0.609,6.967,0.0,NORMAL,255
streetlight-node-01,13284,205,0,11.83,0.622,7.088,0.0,NORMAL,255
streetlight-node-01,13366,205,0,11.87,0.63,7.24,0.0,NORMAL,255
streetlight-node-01,13448,205,0,11.28,0.628,7.225,0.0,NORMAL,255
streetlight-node-01,13530,206,0,11.28,0.622,6.966,0.0,NORMAL,255
streetlight-node-01,13612,205,0,11.59,0.633,7.27,0.0,NORMAL,255
streetlight-node-01,13694,205,0,11.79,0.62,7.058,0.0,NORMAL,255
streetlight-node-01,13776,206,0,11.18,0.609,6.967,0.0,NORMAL,255
streetlight-node-01,13858,205,0,11.56,0.636,7.316,0.0,NORMAL,255
streetlight-node-01,13940,205,0,11.74,0.625,7.164,0.0,NORMAL,255
streetlight-node-01,14022,205,0,11.05,0.601,6.833,0.0,NORMAL,255
streetlight-node-01,14104,205,0,11.84,0.625,7.194,0.0,NORMAL,255
streetlight-node-01,14186,206,0,11.67,0.638,7.253,0.0,NORMAL,255
streetlight-node-01,14268,205,0,11.77,0.604,6.922,0.0,NORMAL,255
streetlight-node-01,14350,205,0,11.21,0.617,7.058,0.0,NORMAL,255
streetlight-node-01,14432,206,0,11.36,0.638,7.159,0.0,NORMAL,255
streetlight-node-01,14514,205,0,11.03,0.628,7.21,0.0,NORMAL,255
streetlight-node-01,14596,205,0,11.34,0.617,6.922,0.0,NORMAL,255
streetlight-node-01,14678,206,0,10.96,0.609,6.952,0.0,NORMAL,255
streetlight-node-01,14760,206,0,11.88,0.641,7.299,0.0,NORMAL,255
streetlight-node-01,14842,205,0,11.65,0.638,7.269,0.0,NORMAL,255
streetlight-node-01,14924,206,0,11.61,0.644,7.423,0.0,NORMAL,255
streetlight-node-01,15006,205,0,12.01,0.644,7.423,0.0,NORMAL,255
streetlight-node-01,15088,205,0,11.85,0.633,7.27,0.0,NORMAL,255
streetlight-node-01,15170,206,0,11.43,0.607,6.848,0.0,NORMAL,255
streetlight-node-01,15252,205,0,11.13,0.636,7.301,0.0,NORMAL,255
streetlight-node-01,15334,206,0,10.92,0.657,7.399,0.0,NORMAL,255
streetlight-node-01,15416,205,0,11.47,0.622,7.164,0.0,NORMAL,255
streetlight-node-01,15498,206,0,10.96,0.636,7.13,0.0,NORMAL,255
streetlight-node-01,15580,205,0,11.71,0.633,7.301,0.0,NORMAL,255
streetlight-node-01,15662,206,0,10.92,0.63,7.101,0.0,NORMAL,255
streetlight-node-01,15744,205,0,11.41,0.638,7.222,0.0,NORMAL,255
streetlight-node-01,15826,206,0,11.92,0.667,7.665,0.0,NORMAL,255
streetlight-node-01,15908,206,0,10.84,0.63,7.132,0.0,NORMAL,255
streetlight-node-01,15990,205,0,11.16,0.625,7.194,0.0,NORMAL,255
streetlight-node-01,16072,205,0,10.99,0.596,6.758,0.0,NORMAL,255
streetlight-node-01,16154,205,0,11.51,0.612,7.012,0.0,NORMAL,255
streetlight-node-01,16236,205,0,11.57,0.609,6.982,0.0,NORMAL,255
streetlight-node-01,16318,205,0,11.02,0.609,6.908,0.0,NORMAL,255
streetlight-node-01,16400,205,0,11.24,0.617,7.088,0.0,NORMAL,255
streetlight-node-01,16482,205,0,11.87,0.638,7.362,0.0,NORMAL,255
streetlight-node-01,16564,205,0,11.07,0.646,7.422,0.0,NORMAL,255
streetlight-node-01,16646,205,0,11.52,0.596,6.758,0.0,NORMAL,255
streetlight-node-01,16728,205,0,11.57,0.62,6.952,0.0,NORMAL,255
streetlight-node-01,16810,205,0,11.43,0.641,7.377,0.0,NORMAL,255
streetlight-node-01,16892,204,0,11.03,0.654,7.481,0.0,NORMAL,255
streetlight-node-01,16974,205,0,11.38,0.607,6.789,0.0,NORMAL,255
streetlight-node-01,17056,205,0,11.05,0.62,7.012,0.0,NORMAL,255
streetlight-node-01,17138,205,0,11.17,0.622,7.118,0.0,NORMAL,255
streetlight-node-01,17220,205,0,11.56,0.662,7.539,0.0,NORMAL,255
streetlight-node-01,17302,205,0,10.96,0.622,6.966,0.0,NORMAL,255
streetlight-node-01,17384,205,0,11.12,0.644,7.407,0.0,NORMAL,255
streetlight-node-01,17466,205,0,11.42,0.649,7.452,0.0,NORMAL,255
streetlight-node-01,17548,205,0,11.84,0.636,7.269,0.0,NORMAL,255
streetlight-node-01,17630,205,0,11.05,0.609,6.833,0.0,NORMAL,255
streetlight-node-01,17712,205,0,11.08,0.644,7.376,0.0,NORMAL,255
streetlight-node-01,17794,205,0,11.06,0.636,7.316,0.0,NORMAL,255
streetlight-node-01,17876,205,0,11.51,0.659,7.574,0.0,NORMAL,255
streetlight-node-01,17958,205,0,10.95,0.612,6.923,0.0,NORMAL,255
streetlight-node-01,18040,205,0,11.8,0.628,7.194,0.0,NORMAL,255
streetlight-node-01,18122,205,0,11.19,0.614,6.968,0.0,NORMAL,255
streetlight-node-01,18204,205,0,11.8,0.62,7.134,0.0,NORMAL,255
streetlight-node-01,18286,205,0,11.5,0.601,6.877,0.0,NORMAL,255
streetlight-node-01,18368,205,0,11.7,0.638,7.3,0.0,NORMAL,255
streetlight-node-01,18450,206,0,11.81,0.622,7.088,0.0,NORMAL,255
streetlight-node-01,18532,205,0,11.48,0.644,7.407,0.0,NORMAL,255
streetlight-node-01,18614,206,0,10.77,0.625,7.026,0.0,NORMAL,255
streetlight-node-01,18696,206,0,10.84,0.636,7.192,0.0,NORMAL,255
streetlight-node-01,18778,205,0,11.26,0.657,7.527,0.0,NORMAL,255
streetlight-node-01,18860,205,0,11.53,0.62,7.134,0.0,NORMAL,255
streetlight-node-01,18942,206,0,11.83,0.628,7.133,0.0,NORMAL,255
streetlight-node-01,19024,205,0,11.35,0.638,7.331,0.0,NORMAL,255
streetlight-node-01,19106,206,0,11.41,0.625,7.164,0.0,NORMAL,255
streetlight-node-01,19188,205,0,11.49,0.604,6.951,0.0,NORMAL,255
streetlight-node-01,19270,206,0,11.21,0.612,6.998,0.0,NORMAL,255
streetlight-node-01,19352,205,0,11.89,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,19434,206,0,11.7,0.604,6.922,0.0,NORMAL,255
streetlight-node-01,19516,205,0,11.73,0.628,7.21,0.0,NORMAL,255
streetlight-node-01,19598,205,0,11.55,0.628,7.194,0.0,NORMAL,255
streetlight-node-01,19680,206,0,11.74,0.667,7.681,0.0,NORMAL,255
streetlight-node-01,19762,206,0,11.66,0.593,6.815,0.0,NORMAL,255
streetlight-node-01,19844,206,0,11.93,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,19926,205,0,11.6,0.617,7.088,0.0,NORMAL,255
streetlight-node-01,20008,206,0,11.12,0.654,7.465,0.0,NORMAL,255
streetlight-node-01,20090,205,0,11.57,0.62,7.043,0.0,NORMAL,255
streetlight-node-01,20172,205,0,11.13,0.617,7.088,0.0,NORMAL,255
streetlight-node-01,20254,206,0,11.12,0.651,7.467,0.0,NORMAL,255
streetlight-node-01,20336,205,0,10.97,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,20418,206,0,10.97,0.601,6.847,0.0,NORMAL,255
streetlight-node-01,20500,205,0,11.09,0.622,7.103,0.0,NORMAL,255
streetlight-node-01,20582,206,0,11.18,0.62,7.134,0.0,NORMAL,255
streetlight-node-01,20664,206,0,10.95,0.591,6.712,0.0,NORMAL,255
streetlight-node-01,20746,206,0,11.37,0.614,7.028,0.0,NORMAL,255
streetlight-node-01,20828,206,0,11.09,0.607,6.982,0.0,NORMAL,255
streetlight-node-01,20910,206,0,10.97,0.625,7.164,0.0,NORMAL,255
streetlight-node-01,20992,205,0,11.53,0.612,6.923,0.0,NORMAL,255
streetlight-node-01,21074,206,0,11.11,0.614,7.058,0.0,NORMAL,255
streetlight-node-01,21156,206,0,11.84,0.617,7.103,0.0,NORMAL,255
streetlight-node-01,21238,206,0,11.7,0.641,7.361,0.0,NORMAL,255
streetlight-node-01,21320,206,0,11.2,0.612,6.998,0.0,NORMAL,255
streetlight-node-01,21402,205,0,11.42,0.588,6.625,0.0,NORMAL,255
streetlight-node-01,21484,206,0,11.64,0.585,6.753,0.0,NORMAL,255
streetlight-node-01,21566,206,0,11.48,0.625,7.21,0.0,NORMAL,255
streetlight-node-01,21648,206,0,11.36,0.636,7.285,0.0,NORMAL,255
streetlight-node-01,21730,206,0,11.4,0.63,7.101,0.0,NORMAL,255
streetlight-node-01,21812,206,0,11.29,0.622,7.179,0.0,NORMAL,255
streetlight-node-01,21894,206,0,11.41,0.593,6.801,0.0,NORMAL,255
streetlight-node-01,21976,206,0,11.05,0.62,7.134,0.0,NORMAL,255
streetlight-node-01,22058,206,0,11.2,0.609,6.878,0.0,NORMAL,255
streetlight-node-01,22140,206,0,11.35,0.646,7.296,0.0,NORMAL,255
streetlight-node-01,22222,206,0,10.98,0.593,6.772,0.0,NORMAL,255
streetlight-node-01,22304,206,0,11.63,0.607,6.922,0.0,NORMAL,255
streetlight-node-01,22386,206,0,11.77,0.641,7.361,0.0,NORMAL,255
streetlight-node-01,22468,205,0,10.94,0.644,7.313,0.0,NORMAL,255
streetlight-node-01,22550,205,0,11.24,0.636,7.254,0.0,NORMAL,255
streetlight-node-01,22632,205,0,11.26,0.614,7.088,0.0,NORMAL,255
streetlight-node-01,22714,205,0,12.0,0.625,7.21,0.0,NORMAL,255
streetlight-node-01,22796,205,0,11.87,0.636,7.254,0.0,NORMAL,255
streetlight-node-01,22878,206,0,11.23,0.651,7.435,0.0,NORMAL,255
streetlight-node-01,22960,206,0,10.91,0.649,7.278,0.0,NORMAL,255
streetlight-node-01,23042,206,0,11.1,0.622,7.042,0.0,NORMAL,255
streetlight-node-01,23124,206,0,10.83,0.601,6.803,0.0,NORMAL,255
streetlight-node-01,23206,205,0,11.75,0.633,7.255,0.0,NORMAL,255
streetlight-node-01,23288,206,0,11.44,0.628,7.148,0.0,NORMAL,255
streetlight-node-01,23370,205,0,11.61,0.625,7.057,0.0,NORMAL,255
streetlight-node-01,23452,206,0,11.65,0.607,6.967,0.0,NORMAL,255
streetlight-node-01,23534,206,0,11.37,0.609,6.982,0.0,NORMAL,255
streetlight-node-01,23616,205,0,11.09,0.638,7.3,0.0,NORMAL,255
streetlight-node-01,23698,205,0,11.95,0.601,6.921,0.0,NORMAL,255
streetlight-node-01,23780,206,0,11.42,0.575,6.56,0.0,NORMAL,255
streetlight-node-01,23862,206,0,11.29,0.641,7.283,0.0,NORMAL,255
streetlight-node-01,23944,205,0,11.96,0.638,7.346,0.0,NORMAL,255
streetlight-node-01,24026,205,0,11.95,0.649,7.484,0.0,NORMAL,255
streetlight-node-01,24108,205,0,12.01,0.633,7.301,0.0,NORMAL,255
streetlight-node-01,24190,206,0,11.28,0.622,7.149,0.0,NORMAL,255
streetlight-node-01,24272,205,0,11.79,0.612,6.998,0.0,NORMAL,255
streetlight-node-01,24354,205,0,11.67,0.636,7.332,0.0,NORMAL,255
streetlight-node-01,24436,206,0,11.13,0.62,7.073,0.0,NORMAL,255
streetlight-node-01,24518,206,0,11.16,0.628,7.148,0.0,NORMAL,255
streetlight-node-01,24600,207,0,11.61,0.551,6.249,0.0,NORMAL,255
streetlight-node-01,24682,207,0,11.99,0.57,6.598,0.0,NORMAL,255
streetlight-node-01,24764,207,0,11.56,0.554,6.373,0.0,NORMAL,255
streetlight-node-01,24846,207,0,11.62,0.562,6.478,0.0,NORMAL,255
streetlight-node-01,24928,207,0,10.84,0.58,6.55,0.0,NORMAL,255
streetlight-node-01,25010,207,0,11.44,0.575,6.575,0.0,NORMAL,255
streetlight-node-01,25092,207,0,10.97,0.577,6.605,0.0,NORMAL,255
streetlight-node-01,25174,207,0,11.1,0.577,6.492,0.0,NORMAL,255
streetlight-node-01,25256,207,0,11.54,0.585,6.595,0.0,NORMAL,255
streetlight-node-01,25338,207,0,11.63,0.572,6.418,0.0,NORMAL,255
streetlight-node-01,25420,206,0,11.82,0.596,6.874,0.0,NORMAL,255
streetlight-node-01,25502,206,0,11.82,0.601,6.95,0.0,NORMAL,255
streetlight-node-01,25584,206,0,11.5,0.585,6.61,0.0,NORMAL,255
streetlight-node-01,25666,207,0,11.57,0.577,6.548,0.0,NORMAL,255
streetlight-node-01,25748,207,0,10.89,0.585,6.581,0.0,NORMAL,255
streetlight-node-01,25830,207,0,11.73,0.601,6.891,0.0,NORMAL,255
streetlight-node-01,25912,207,0,11.45,0.572,6.53,0.0,NORMAL,255
streetlight-node-01,25994,207,0,11.12,0.601,6.862,0.0,NORMAL,255
streetlight-node-01,26076,206,0,11.82,0.585,6.71,0.0,NORMAL,255
streetlight-node-01,26158,206,0,11.65,0.596,6.889,0.0,NORMAL,255
streetlight-node-01,26240,207,0,11.02,0.588,6.754,0.0,NORMAL,255
streetlight-node-01,26322,206,0,11.58,0.588,6.596,0.0,NORMAL,255
streetlight-node-01,26404,206,0,11.46,0.599,6.905,0.0,NORMAL,255
streetlight-node-01,26486,206,0,10.86,0.601,6.818,0.0,NORMAL,255
streetlight-node-01,26568,206,0,11.23,0.599,6.905,0.0,NORMAL,255
streetlight-node-01,26650,206,0,11.51,0.591,6.713,0.0,NORMAL,255
streetlight-node-01,26732,206,0,11.57,0.601,6.906,0.0,NORMAL,255
streetlight-node-01,26814,207,0,11.12,0.596,6.831,0.0,NORMAL,255
streetlight-node-01,26896,206,0,11.75,0.591,6.77,0.0,NORMAL,255
streetlight-node-01,26978,207,0,11.33,0.58,6.522,0.0,NORMAL,255
streetlight-node-01,27060,206,0,11.72,0.593,6.786,0.0,NORMAL,255
streetlight-node-01,27142,206,0,11.17,0.612,7.057,0.0,NORMAL,255
streetlight-node-01,27225,206,0,11.42,0.609,6.908,0.0,NORMAL,255
streetlight-node-01,27307,206,0,11.84,0.601,6.935,0.0,NORMAL,255
streetlight-node-01,27389,206,0,10.99,0.607,6.907,0.0,NORMAL,255
streetlight-node-01,27471,206,0,10.95,0.583,6.551,0.0,NORMAL,255
streetlight-node-01,27553,206,0,11.28,0.585,6.71,0.0,NORMAL,255
streetlight-node-01,27635,206,0,11.08,0.62,7.164,0.0,NORMAL,255
streetlight-node-01,27717,206,0,11.33,0.599,6.876,0.0,NORMAL,255
streetlight-node-01,27799,206,0,11.41,0.604,6.966,0.0,NORMAL,255
streetlight-node-01,27881,206,0,11.06,0.596,6.787,0.0,NORMAL,255
streetlight-node-01,27963,206,0,11.25,0.591,6.698,0.0,NORMAL,255
streetlight-node-01,28045,207,0,11.35,0.591,6.785,0.0,NORMAL,255
streetlight-node-01,28127,206,0,11.04,0.591,6.713,0.0,NORMAL,255
streetlight-node-01,28209,207,0,11.7,0.591,6.785,0.0,NORMAL,255
streetlight-node-01,28291,206,0,11.61,0.636,7.238,0.0,NORMAL,255
streetlight-node-01,28373,206,0,11.82,0.596,6.831,0.0,NORMAL,255
streetlight-node-01,28455,206,0,11.4,0.591,6.799,0.0,NORMAL,255
streetlight-node-01,28537,206,0,11.6,0.612,6.998,0.0,NORMAL,255
